rank,coarse_absolute_residual_mw,granular_absolute_residual_mw,exceedance_share
111,5.375055933829042,4.908872548933517,0.003159153005464481
112,5.371659933829042,4.904500548933517,0.0031876138433515485
113,5.36539593382904,4.904212594572452,0.0032160746812386156
114,5.364935933829042,4.902832594572453,0.003244535519125683
115,5.350715933829042,4.8989152263911055,0.0032729963570127503
116,5.345443933829042,4.893133382983125,0.003301457194899818
117,5.3437119338290415,4.887137382983124,0.003329918032786885
118,5.343127933829042,4.886479226391104,0.0033583788706739526
119,5.341571933829041,4.881980594572451,0.00338683970856102
120,5.341351933829041,4.880701382983126,0.0034153005464480873
121,5.33571593382904,4.879443226391105,0.003443761384335155
122,5.328035933829041,4.876887226391108,0.003472222222222222
123,5.319511933829043,4.872637382983127,0.0035006830601092896
124,5.318635933829043,4.870537382983127,0.003529143897996357
125,5.318627933829042,4.870177382983126,0.0035576047358834243
126,5.296523933829043,4.86660459457245,0.003586065573770492
127,5.28112793382904,4.860843226391108,0.003614526411657559
128,5.280311933829042,4.859436594572451,0.0036429872495446266
129,5.272163933829043,4.856908594572452,0.003671448087431694
130,5.2647799338290415,4.856399226391106,0.0036999089253187613
131,5.264455933829041,4.853291226391107,0.003728369763205829
132,5.263575933829042,4.845288548933518,0.003756830601092896
133,5.256123933829041,4.845116548933516,0.0037852914389799636
134,5.25293993382904,4.838197382983127,0.003813752276867031
135,5.251891933829043,4.834500594572453,0.0038422131147540983
136,5.239215933829042,4.830544594572452,0.003870673952641166
137,5.238991933829041,4.827533382983125,0.003899134790528233
138,5.233899933829042,4.823820594572452,0.003927595628415301
139,5.225255933829041,4.820763226391106,0.003956056466302368
140,5.220111933829042,4.805471226391106,0.003984517304189436
141,5.213635933829043,4.804520548933518,0.004012978142076503
142,5.208615933829041,4.801903226391104,0.00404143897996357
143,5.20835993382904,4.794447226391105,0.004069899817850637
144,5.1920879338290415,4.7872712263911055,0.004098360655737705
145,5.18943593382904,4.786920594572451,0.004126821493624772
146,5.17115993382904,4.782899226391107,0.004155282331511839
147,5.1710679338290415,4.782353382983128,0.004183743169398907
148,5.1690599338290415,4.781683226391106,0.0042122040072859745
149,5.167783933829041,4.778993382983128,0.004240664845173042
150,5.165335933829041,4.778464548933518,0.00426912568306011
151,5.163411933829041,4.7783965945724525,0.004297586520947177
152,5.163087933829042,4.777512594572452,0.004326047358834244
153,5.156355933829041,4.754231226391106,0.004354508196721311
154,5.1531359338290414,4.752247226391104,0.004382969034608379
155,5.150651933829041,4.748863226391106,0.004411429872495446
156,5.143615933829041,4.747516548933519,0.004439890710382513
157,5.141059933829043,4.745229382983128,0.004468351548269581
158,5.13783993382904,4.742943226391105,0.0044968123861566485
159,5.127595933829042,4.739373382983127,0.004525273224043716
160,5.125443933829043,4.739267226391105,0.004553734061930784
161,5.125015933829044,4.731048594572455,0.004582194899817851
162,5.1205719338290425,4.726737382983126,0.004610655737704918
163,5.120491933829042,4.723935226391106,0.004639116575591985
164,5.117463933829043,4.723664594572452,0.004667577413479053
165,5.114775933829041,4.723377382983127,0.00469603825136612
166,5.113639933829042,4.723340594572451,0.004724499089253187
167,5.104199933829042,4.719872548933517,0.004752959927140255
168,5.104027933829042,4.715360548933519,0.0047814207650273225
169,5.096631933829042,4.711824594572451,0.00480988160291439
170,5.092775933829041,4.7061352263911065,0.004838342440801457
171,5.084935933829042,4.702732548933517,0.004866803278688525
172,5.073439933829041,4.6982085489335175,0.004895264116575592
173,5.069643933829042,4.698100594572453,0.004923724954462659
174,5.06833593382904,4.689893382983126,0.004952185792349727
175,5.06607593382904,4.684319226391105,0.004980646630236794
176,5.063431933829041,4.684037382983124,0.005009107468123861
177,5.058619933829041,4.680699226391106,0.005037568306010929
178,5.058455933829043,4.680031226391104,0.0050660291438979965
179,5.055235933829042,4.678996594572452,0.005094489981785064
180,5.0514439338290416,4.670848548933518,0.005122950819672131
181,5.047663933829041,4.6704845489335165,0.005151411657559199
182,5.047071933829043,4.667500594572451,0.005179872495446266
183,5.045855933829041,4.6616312263911075,0.005208333333333333
184,5.04570393382904,4.6579832263911065,0.005236794171220401
185,5.04533593382904,4.6568165489335165,0.005265255009107468
186,5.042275933829041,4.6519245489335175,0.005293715846994535
187,5.037375933829042,4.646443226391106,0.005322176684881603
188,5.022871933829042,4.629952594572452,0.0053506375227686705
189,5.018403933829042,4.629383226391106,0.005379098360655738
190,5.017155933829043,4.626903226391105,0.005407559198542805
